timestamp_utc,language,engine,text_preview,latency_s,output_path,status,note
2026-06-14T05:45:17Z,en,piper,Today is 2026-06-14.,1.2663,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:45:30Z,en,piper,The time is 13:45:30.,0.6873,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:46:00Z,en,piper,"To take a screenshot, press the Windows key + Print Screen on Windows or Command + Shift + 4 on Mac.",1.0660,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:46:24Z,en,piper,Screenshot saved.,0.6194,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:46:54Z,en,piper,The result of 3 - 1 is 2.,0.6111,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:47:06Z,en,piper,"Sorry to hear that you're feeling sad, Lee. Would you like to talk about what's on your mind?",0.8484,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:47:22Z,en,piper,"Computer science is the study of algorithms, computer systems, and software to solve real-world problems. It combines mathematics, engineering, and science to design, develop, and analyze computer sys",1.4339,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:48:25Z,en,piper,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.9306,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:48:40Z,en,piper,Opening gesture control,0.6531,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:51:26Z,en,piper,"Once upon a time, in a far-off kingdom, there lived a brave knight named Sir Edward. He had a magical sword that shone brightly in the dark, and a noble steed that could run faster than the wind.",1.1702,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:53:08Z,zh,edge-tts,自动化运行中在 YouTube,2.4555,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:53:21Z,zh,edge-tts,我不明白，请尝试以下命令。,1.4697,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:53:36Z,zh,edge-tts,完成。,1.2370,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:53:49Z,zh,edge-tts,正在播放第一个视频。,1.5274,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:54:15Z,zh,edge-tts,已调高音量。,1.4184,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:54:32Z,zh,edge-tts,已调低音量。,1.3866,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:54:43Z,zh,edge-tts,已停止播放。,1.3163,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:54:53Z,zh,edge-tts,已继续播放。,1.2107,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:55:05Z,zh,edge-tts,已结束会话。,1.3808,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T05:55:35Z,en,piper,Automation is running on WhatsApp.,0.6302,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:55:45Z,en,piper,Selected the chat.,0.6893,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:55:54Z,en,piper,Search updated.,0.6132,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:56:08Z,en,piper,Selected the chat.,0.7637,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:56:28Z,en,piper,Opening gesture control,0.5078,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:00Z,en,piper,Search updated.,0.6625,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:09Z,en,piper,Cleared the search.,0.6401,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:17Z,en,piper,Selected the chat.,0.6758,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:26Z,en,piper,Typed.,0.4582,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:33Z,en,piper,Cleared the message.,0.5466,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:42Z,en,piper,Typed.,0.5385,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:51Z,en,piper,Sent.,0.5696,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T05:57:58Z,en,piper,Session stopped.,0.5462,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:07:34Z,en,piper,"You're interacting with me, Lee. I don't have any prior information about your identity.",0.7909,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:07:52Z,en,piper,Your name is Lee.,0.4811,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:08:10Z,en,piper,"The calculation is 4 divided by 2, which equals 2.",0.6441,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:08:32Z,zh,edge-tts,今天是 2024 年 6 月 14 日。,1.9368,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:08:53Z,zh,edge-tts,当前时间是 14:30。,1.1977,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:09:14Z,zh,edge-tts,今天的日期是 2026 年 6 月 14 日。,1.2205,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:09:48Z,en,piper,Opening gesture control,0.5032,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:11:58Z,en,piper,Done.,0.5919,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:09Z,en,piper,Done.,0.6141,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:18Z,en,piper,Playing the first video.,0.6143,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:31Z,en,piper,"I did not understand, please try the following commands.",0.6207,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:42Z,en,piper,Volume up.,0.5869,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:50Z,en,piper,Volume down.,0.5354,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:12:58Z,en,piper,Opening gesture control,0.5301,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:13:54Z,en,piper,Paused.,0.4855,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:14:01Z,en,piper,Session stopped.,0.6157,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:17:09Z,en,piper,"Good morning. Your name is not mentioned in the conversation yet, but I can recall it from our previous interactions - you are yan02.",1.2802,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:18:35Z,en,piper,"Good morning, yan02. Your name is yan02.",0.7320,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:18:49Z,en,piper,The current date is not available to me. Can you please provide the current year or month so I can give you the correct date?,1.0986,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:19:11Z,en,piper,Today is 2026-06-14.,0.8905,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:20:15Z,en,piper,"Hello, your name is yan02.",0.9438,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:20:26Z,en,piper,The result of 3 + 2 is 5.,0.8501,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:20:47Z,zh,edge-tts,今天的时间是 14:30。,2.1118,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:21:02Z,en,piper,Opening gesture control,0.6043,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:23:08Z,en,piper,"Good morning, it's Friday. Today's weather and schedule are available upon request.",1.1300,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:23:22Z,en,piper,Your name is yan02.,0.5668,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:23:33Z,en,piper,The result of 3 + 2 is 5.,0.9029,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:23:48Z,zh,edge-tts,当前时间是 14:30。,1.8948,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:24:03Z,en,piper,Opening gesture control,0.7081,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:24:53Z,en,piper,Automation is running on YouTube.,1.1142,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:25:06Z,en,piper,Done.,1.6277,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:25:14Z,en,piper,"I did not understand, please try the following commands.",0.8793,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:25:26Z,en,piper,Playing the first video.,1.1749,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:25:41Z,en,piper,"I did not understand, please try the following commands.",0.9256,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:25:53Z,en,piper,Volume up.,0.7875,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:26:01Z,en,piper,Paused.,0.6688,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:26:08Z,en,piper,Opening gesture control,0.6683,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:26:36Z,en,piper,Paused.,0.9143,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:26:44Z,en,piper,Session stopped.,1.0941,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:28:32Z,en,piper,"Good morning, it's Friday. Today's weather and schedule are available on your device.",1.1403,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:28:47Z,en,piper,Your name is yan02.,0.5609,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:28:58Z,en,piper,The result of 3 + 2 is 5.,0.6025,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:29:13Z,zh,edge-tts,当前时间是 14:30。,1.8672,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-14T06:29:27Z,en,piper,Opening gesture control,0.8813,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:30:14Z,en,piper,Done.,0.5899,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:30:22Z,en,piper,"I did not understand, please try the following commands.",0.7979,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:30:36Z,en,piper,Done.,0.9248,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:30:45Z,en,piper,Playing the first video.,0.8421,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:31:00Z,en,piper,Volume up.,1.0020,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:31:09Z,en,piper,Paused.,0.8538,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T06:31:16Z,en,piper,Opening gesture control,0.6636,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-14T07:45:04Z,en,piper,Good morning. What can I help you with today?,0.7488,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-26T08:30:29Z,en,piper,"Good morning, I'm functioning properly. How can I assist you today?",1.3240,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-26T08:30:45Z,en,piper,Your name is yan02.,0.6065,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-26T08:31:01Z,zh,edge-tts,答案是 1 + 1 = 2。,2.5696,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-26T08:31:35Z,en,piper,Opening gesture control,0.7027,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-26T08:31:56Z,en,piper,"You're welcome, yan02.",0.6882,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:36:34Z,en,piper,"The term ""Science"" refers to a systematic study of the natural world through observation, experimentation, and evidence-based reasoning. It encompasses various fields, including physics, biology, chem",1.4157,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:36:57Z,en,piper,The result of 1 divided by 5 is 0.2.,0.7461,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:37:09Z,en,piper,"There are various programs and initiatives that provide free food worldwide, such as food banks, soup kitchens, and government assistance programs. Some organizations also offer free meals to those in",1.3887,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:37:39Z,zh,edge-tts,今天的日期是 2024 年 6 月 27 日。,1.4625,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:37:55Z,zh,edge-tts,现在时间是 16:37:55。,1.2999,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:38:21Z,zh,edge-tts,您想知道马来西亚的哪个地方？,1.1902,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:38:34Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.4776,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:38:54Z,zh,edge-tts,Sabah 的起源可以追溯到公元前 1000 年左右的古代布鲁努人。,1.8454,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:39:11Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.2373,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:39:28Z,zh,edge-tts,正在打开手势控制,1.6124,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-27T08:39:45Z,en,piper,The time is 16:39:45.,0.7585,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:39:55Z,en,piper,Today is 2026-06-27.,0.7775,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:40:16Z,en,piper,"The origin of the world is a complex and debated topic. According to scientific theories, the world was formed around 13.8 billion years ago through the Big Bang, a massive explosion that expanded the",1.4148,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-27T08:40:39Z,en,piper,"You're welcome, chow03.",0.6306,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-28T05:23:51Z,en,piper,"Good morning. I'm functioning properly, thank you for asking. How can I assist you today?",0.8982,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-28T05:24:05Z,en,piper,"That's incorrect, 1 - 3 does not equal 2. The correct calculation is 1 - 3 = -2.",0.9443,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:55:59Z,en,piper,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",1.8372,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:56:18Z,en,piper,"Mathematics is a vast and ancient field, and its origins are not attributed to a single inventor. It evolved over time through contributions from various cultures and mathematicians.",1.1219,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:56:38Z,en,piper,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",1.0564,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:57:01Z,en,piper,"Chow03, the Python programming language was invented by Guido van Rossum in the late 1980s. He began working on Python in 1989 and released the first version in 1991.",1.3329,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:57:27Z,zh,edge-tts,现在时间是 22:57:27。,2.5822,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-07-06T14:57:51Z,en,piper,Automation is running on WhatsApp.,0.8158,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:01Z,en,piper,Selected the chat.,0.7975,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:10Z,en,piper,Typed.,0.6790,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:18Z,en,piper,Cleared the message.,0.6267,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:29Z,en,piper,Typed.,0.5413,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:37Z,en,piper,Sent.,0.6595,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-06T14:58:45Z,en,piper,Session stopped.,0.6850,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T04:53:54Z,en,piper,Automation is running on YouTube.,0.9510,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T04:54:03Z,en,piper,"I did not understand, please try the following commands.",0.7113,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T04:54:13Z,en,piper,"I did not understand, please try the following commands.",0.7107,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T04:54:23Z,en,piper,Session stopped.,0.5075,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:23:43Z,en,piper,"Good morning, I'm functioning properly.",0.6597,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:23:54Z,en,piper,"Your name is not mentioned in our conversation history, Shanyue.",0.7572,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:24:08Z,en,piper,"Your name is not mentioned in our conversation, Shanyue.",0.7881,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:24:20Z,en,piper,"Hello, how can I assist you today?",0.6241,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:24:30Z,en,piper,You haven't shared your identity with me yet.,0.5984,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:24:40Z,en,piper,"Hello Sharni, how can I assist you today?",0.7300,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:24:51Z,en,piper,"Your name is not mentioned in our conversation history, Shanyue.",0.7040,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:25:06Z,en,piper,"I don't have any information about you, Shanyue. This is the start of our conversation. How can I assist you today?",0.7302,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:25:22Z,en,piper,Opening gesture control,0.5104,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:25:38Z,en,piper,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.8929,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:25:54Z,en,piper,Opening gesture control,0.5034,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:26:10Z,en,piper,I'm functioning properly. Your name is Shanyue.,0.5670,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:28:42Z,en,piper,"Good afternoon. I'm functioning properly, thank you for asking.",0.6213,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:28:56Z,en,piper,Today is 2026-07-07.,0.6831,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:29:09Z,en,piper,The time is 13:29:09.,0.5722,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:29:22Z,en,piper,"The invention of the computer is a complex process, but Charles Babbage is often credited with designing the first mechanical computer, the Difference Engine, in the early 19th century.",1.1680,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:29:43Z,en,piper,Opening Notepad now.,0.6583,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:30:05Z,zh,edge-tts,今天是 2026-07-07。,1.7746,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-07-07T05:30:19Z,zh,edge-tts,"Shanyue, 一加一等于 2。",1.3690,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-07-07T05:31:37Z,en,piper,Done.,0.5978,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:31:46Z,en,piper,Playing the first video.,0.7425,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:31:55Z,en,piper,"I did not understand, please try the following commands.",0.6973,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:32:05Z,en,piper,"I did not understand, please try the following commands.",0.6469,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:32:16Z,en,piper,Volume down.,0.5804,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:32:24Z,en,piper,Volume down.,0.5580,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-07-07T05:32:32Z,en,piper,Paused.,0.4951,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
